n_seated,n_standing,speed_kmh,radius_m,is_wet,gradient_deg,dist_to_curve_m,risk_score,stopping_dist
21.0,21.0,72.02912906006732,34.49808802976526,1.0,0.8110852169850535,4.597588606084862,1.2617644483648378,92.04494821317908
43.0,16.0,60.38048997732062,55.52586808535901,0.0,-3.370635610309539,18.849382441725872,0.34519894262161793,54.44661671149317
24.0,3.0,22.81786534446004,173.31026399702307,0.0,-2.7935405532104296,20.85512382275663,0.014157044411094194,14.814767224008975
48.0,24.0,53.97937280999193,185.67638114326468,1.0,-2.6482976087538823,27.43113721769567,0.06935174187161874,64.71577237943302
26.0,20.0,65.7976947198369,166.98896857309313,1.0,-0.6925802511870471,120.50663571568818,0.038001908077208206,83.28535334943273
41.0,36.0,28.19018072501493,73.47467130939097,0.0,4.281452208956421,65.92377997172088,0.027254854324493802,18.406652841298943
27.0,37.0,33.7202450830762,61.76482381067801,1.0,0.2178476671488605,22.06289884055803,0.0949894966043417,29.49924550512327
15.0,0.0,72.94970630408818,114.33958125014544,1.0,-3.0790235479864734,15.044545039183388,0.25024318025737324,107.13014242037265
14.0,24.0,21.207303311184443,147.15210050129133,0.0,-2.339122641310504,44.69106880935586,0.009834474502319375,13.507281686518704
46.0,35.0,65.16362826955856,198.74082975043322,0.0,-1.1598497027281574,119.70232780566785,0.03303365364081888,59.099495597593744
50.0,16.0,48.426397550865374,34.99843525699598,0.0,1.2325897569279942,54.66897719094652,0.18367552574877985,37.94741599656223
43.0,23.0,46.80632953037641,19.365479814522843,1.0,-0.5996684699599464,23.984604044090712,0.5370491922759393,48.77913336000303
54.0,1.0,20.42579194969323,141.92761890910148,1.0,-1.0755515582307507,60.61742723192399,0.0070990718736102165,15.166594157499974
51.0,39.0,69.16389385798956,168.12289886574206,0.0,0.6472860039899475,83.29673359305862,0.06009852091224189,63.03034523647647
2.0,14.0,41.58949403819399,170.8062681746204,0.0,-2.5816500504553455,4.437627545702077,0.08257633466820727,32.0400627105009
36.0,31.0,52.445937878032574,138.90807432466053,1.0,-4.210967274154179,94.14627021602597,0.037042145926859046,65.36338571576118
50.0,38.0,60.63804118013957,191.26300278264554,1.0,-4.755856851777779,59.265112952218395,0.05278801641097509,84.51846481349926
6.0,5.0,62.15777458627495,107.09090507347152,1.0,-2.4874083653287293,1.4588812696791575,0.322187523028239,80.64358934973795
20.0,0.0,77.35880352956434,183.62481168388038,0.0,-4.0840796585553125,101.08340984195713,0.05094324997562365,79.35540379747547
8.0,22.0,51.88039719419655,193.88430602838937,1.0,-1.6365936147923321,106.85814533439722,0.02257878279770048,58.872227901939745
38.0,38.0,43.98317305846565,170.95991683059046,1.0,2.729335403597556,94.32596828380242,0.02154144675319469,41.122871791300156
17.0,16.0,77.22221758950248,68.85412701913792,0.0,2.1629433048683833,51.28953263976334,0.24583186073033517,72.70984630565161
3.0,33.0,58.526614101531266,47.2809737223561,1.0,1.1092762278802881,79.44072810989417,0.15604988909080805,65.73445848773333
24.0,28.0,37.889021376593334,114.1428123465455,0.0,3.525002438794788,58.073655920015305,0.03404379690164878,26.87840557297124
13.0,8.0,27.587854724214267,96.0728025722358,1.0,-2.179323754557233,105.09325952395416,0.01237199774609001,23.389114507815304
49.0,12.0,70.55327008791087,176.77408501661927,0.0,3.8505375302996567,87.5370279350533,0.05288478306736767,62.56803901725744
8.0,5.0,41.73089616764909,29.006017502759207,0.0,-1.0076083033082084,12.269867074117464,0.35712545668988543,31.695018865931083
25.0,5.0,59.62818328186587,58.970611649188534,0.0,-0.9910668173337345,96.46403373284961,0.10061478428713506,51.914520518526714
52.0,19.0,48.24898516195389,152.84179945855462,1.0,-0.9464838637447848,103.08576215067023,0.02557801570720035,51.57836188463183
1.0,2.0,31.935786787702302,28.047462545689303,1.0,-4.019056337590186,55.60532709220491,0.09033255188172802,30.30621385651237
19.0,16.0,56.101196517227905,70.94523866412304,1.0,4.754904983310557,131.36786714395566,0.0593538798790193,56.624664999025875
27.0,11.0,23.640984137040938,83.5595248702568,1.0,-3.614932221748408,126.4521532267444,0.009105960398393936,19.483726196187206
46.0,0.0,44.800547592271535,128.2928213469111,0.0,-1.5911427553081547,26.274978584960678,0.06524774677638003,35.08605313562799
6.0,16.0,52.79689637982026,40.04520268667927,1.0,-1.8069967967324285,135.63994627288028,0.09006717115894071,60.82309472104248
43.0,2.0,46.162818447114745,173.51485316644482,1.0,-4.253205671832903,66.13085572426162,0.027687097533167747,53.4869490440757
7.0,25.0,64.92033051505945,95.0330247385921,0.0,-3.4773986988812333,108.562447895144,0.0719389901746149,60.59019216108931
46.0,14.0,69.67549727271874,184.23412525730572,0.0,-4.551416638146142,122.11455104508539,0.03765835154653544,68.30963784637137
34.0,35.0,66.27458444199068,98.89528359044701,0.0,-2.0759550643948654,75.76686316045348,0.1001249105542097,61.28202842828607
13.0,31.0,22.328776868708125,62.25764919873934,0.0,3.666569240289065,59.86529090562236,0.021361110263740598,13.910247615622957
16.0,31.0,31.647726226758333,36.947477450658226,1.0,-1.6055779426261552,137.31770529226475,0.03672090818303758,28.057780920286717
35.0,3.0,52.19645055582646,10.711567995144115,0.0,-3.763081679326208,34.62803294031348,0.9031823727876733,44.43809049490791
49.0,17.0,76.08932242662807,111.10992214711877,1.0,1.4569386838391796,38.54551165787167,0.18269399066766803,98.69175457961
39.0,18.0,70.097406503127,30.35977241611545,1.0,4.9660091205491055,54.24304710201556,0.4476469274805138,79.27971725940498
3.0,34.0,70.5520705011081,84.42827508992386,0.0,-2.6767621046807246,128.91986669558483,0.08507430430963032,67.72642146747589
1.0,39.0,38.192491625580494,121.96163463504647,0.0,-2.2042899462943053,140.81823963196138,0.016233245154472217,28.477247282849383
5.0,13.0,45.766873824722154,62.380320411513054,0.0,4.718470542807886,33.01015721322928,0.12588513830352732,34.128643268853935
53.0,32.0,48.24235683895624,43.2926155495619,0.0,-3.212237124495129,129.5805221446868,0.07705242718712077,39.53308863488412
41.0,13.0,29.442295000994626,157.1971082957749,0.0,0.11214067459163868,38.730443920285396,0.018971277378656712,19.950166400813927
3.0,33.0,21.86408781466738,189.8903227335079,1.0,-2.603478669839051,145.5961870124832,0.0032562439433342014,17.105515546201953
53.0,3.0,76.814173967631,29.08367939377354,0.0,4.323518979012438,89.61118379723735,0.3628329440960728,70.38716644616979
28.0,23.0,34.4427551398104,39.56216163315149,1.0,4.81521014576294,1.0629701171073591,0.2963132356877598,27.965284725965343
17.0,28.0,34.39693422341788,192.40240487801654,0.0,3.146978461200154,5.119485610676683,0.05167873435282308,23.798686980321445
25.0,18.0,25.002743226125574,17.17900214432679,1.0,-1.8521618418718944,22.122679620706272,0.1766290003859508,20.240739425759383
43.0,5.0,75.71046511662671,195.75014394458972,1.0,-0.9651252471949501,28.135973672813506,0.11950633022412353,105.52007286887769
33.0,32.0,54.78422689638632,10.882451786147866,1.0,-2.5769431633357867,115.1428684239895,0.4368924487530849,66.0926047091068
9.0,39.0,60.022211427521235,175.99704457375296,0.0,3.9075796700899144,33.41488146254248,0.08364261382455102,49.73580747938021
35.0,18.0,74.69461323578315,68.39178438767242,0.0,4.145582776881581,145.37124300747897,0.10117865326735971,67.71755715285161
13.0,0.0,40.73721013404737,188.33188305368634,0.0,-0.8112933775395281,95.41680858044074,0.014358397809420574,30.632948764277586
30.0,4.0,57.29043866828505,70.21960484076124,1.0,1.5653306990300186,103.87762638802766,0.07326196209462503,62.854381528265606
47.0,26.0,22.327967283733248,134.31820109147063,1.0,-3.3444682022530614,32.672477892781124,0.014853683571421463,17.88854558998998
14.0,15.0,31.20635169386776,25.206188255527962,0.0,-0.6506409963659099,133.90594711426272,0.05053338080178894,21.600028404293447
7.0,5.0,69.87474830539655,56.04266417621041,0.0,1.3149910667349762,100.17218592298971,0.13904460811118155,63.47057633107809
13.0,39.0,66.00610138030014,156.99907583105764,1.0,-1.1459688148198044,129.66084365127958,0.04046847890342478,84.92547391290553
22.0,12.0,41.038561487428815,110.45031219897574,1.0,-1.4240047431354008,143.47216458468404,0.018625302327967084,40.89008156998274
39.0,34.0,42.60863766645275,186.3141217395385,0.0,-4.990010077330574,18.846146566439465,0.05402064408719421,33.99323100986371
20.0,18.0,52.01326601321477,91.46276758485732,0.0,3.0429346377711406,14.48808454034185,0.1750543667834219,41.13773541641142
15.0,11.0,20.01446028110807,175.2643495046454,0.0,3.8933761202144823,120.51117398844536,0.0032230963170208947,12.201170573607834
44.0,15.0,34.47466016228167,95.30153312086513,1.0,4.694635295458322,129.91890886412554,0.01693964121318354,28.053933579204767
17.0,9.0,32.493908516492866,196.0571729533772,1.0,2.1927138506921553,87.56421313169785,0.009848608412815133,26.941074709599597
46.0,24.0,35.02897680498581,192.3685324657866,0.0,0.4879231236988457,54.90008216257809,0.01784465930519471,24.842472542878525
52.0,19.0,68.35435055200648,72.53597405565526,0.0,-2.3071548019129064,97.89444541128356,0.1129343291182037,64.31448272682275
23.0,30.0,36.78043139278659,178.3254973791926,0.0,4.992994759634985,45.8496108888686,0.024494036416640337,25.60539021043418
25.0,3.0,31.49127932300889,171.04616110097336,0.0,0.8975285453210557,35.75785382302023,0.02003407223679043,21.60459458583457
24.0,22.0,50.25580764758189,50.029275492236934,0.0,1.8115407233044623,73.22178142908982,0.11223372805655916,39.699970746352406
44.0,1.0,71.93870218236391,128.61517614882123,1.0,1.8240616195531767,32.423074140956956,0.14853878803157716,89.26996586447038
40.0,21.0,34.48098223024999,23.809639962064825,0.0,3.4525179575718146,72.55554124727594,0.11188810879283877,23.823047377496515
28.0,36.0,24.71217456756792,168.9750369108577,1.0,-4.903274611530808,143.4909758195358,0.004784642717597437,21.44611231029147
14.0,7.0,41.38428415097988,43.16371786566434,1.0,-2.7975305956862817,125.96760534260856,0.05290343201138498,43.05903162715969
44.0,6.0,64.85910947389867,23.454793263295258,1.0,1.6553400017001396,141.24463792500336,0.21945268218408148,76.09262786810226
0.0,13.0,53.041432681687674,86.04162815237413,1.0,3.951457368245678,120.94934622710379,0.045970761708410635,52.92255820380218
24.0,2.0,69.00760217446084,119.61520633393226,1.0,1.8533878192135622,53.212640391941505,0.10422397684893599,83.48377443768356
6.0,15.0,77.57552885655403,172.4342221263565,1.0,-0.8650870850631986,121.80678578273387,0.049356629868103845,109.45694142589186
8.0,18.0,67.55974860509703,195.10607984912994,1.0,-1.384445041297384,138.4373615329821,0.03000189267760808,88.87054778919315
23.0,17.0,56.2281847306252,93.5035773882741,1.0,2.3794800828332043,142.05536817555816,0.04247698268516769,59.86914522610154
0.0,15.0,49.60049528314283,21.48491536720134,0.0,2.4123769713719345,102.47967760274956,0.1869197355819748,38.779408077712695
43.0,7.0,22.404145180896002,152.33196001491544,0.0,1.0705799250569037,31.704996572266975,0.01261376875770398,14.1541630712724
7.0,32.0,79.05931872884247,117.38291868254811,0.0,-2.0853297590266298,5.959373004703627,0.4380923648928584,79.59097774622984
23.0,11.0,43.00886735450255,95.099355520448,0.0,4.251548183905436,22.080034224023365,0.09197931025932976,31.547574064322603
10.0,10.0,29.13369283501201,68.76108697051603,0.0,0.5187994211863911,144.8320376840918,0.014731918433912443,19.63168264139816
50.0,4.0,60.0025313237874,105.45572029027177,1.0,2.904923562483306,69.31452362891541,0.07509108110798818,65.3332595061501
16.0,26.0,37.05729734572756,74.34912484683588,1.0,-2.8569173783816835,128.24790222480863,0.026123673410716912,36.52494950205117
7.0,11.0,55.14669625586286,153.83225487199846,1.0,-1.5595921138527213,69.75662303374367,0.043440673313671456,64.62754878804444
34.0,16.0,55.206074470675475,113.33980233360181,1.0,3.7457951638734244,99.12263751897592,0.045969867530978106,56.452007132426026
34.0,5.0,46.74378925417215,176.60107708928126,1.0,-4.498929700600316,3.621116568350047,0.10237361296758445,55.04325201554836
32.0,32.0,70.16711693270256,113.273343783394,0.0,0.12315311256662076,37.47974140790502,0.16187256567566152,64.77396476139988
4.0,4.0,35.89802369332658,55.2698585345867,0.0,-0.1829452015599098,65.4403920063884,0.05194442182106176,25.784433428326
41.0,27.0,46.91795549706405,171.70745762410746,1.0,2.5123018890808213,94.59465707312448,0.023629432134347546,45.43831361174274
38.0,13.0,52.261527715458286,115.87161853670834,0.0,-2.1810622940066757,25.728178207976775,0.10403185431960661,43.684484413121254
40.0,4.0,59.81748324603798,49.299797247276636,0.0,-2.8093317814040053,114.68271964057351,0.10527828825935424,53.32564207372944
27.0,32.0,67.03831103033536,128.4664838916822,0.0,4.261328387732338,54.660705920435596,0.10026135338844866,57.91392680952606
6.0,18.0,43.688436972695364,77.96618533906124,0.0,0.7170965195846479,122.61529038508266,0.03485047947558224,33.174283720647544
8.0,21.0,58.76281664579576,170.4370663354925,0.0,-3.9531043171634552,14.695363559260095,0.12003226401630886,52.75917914504929
7.0,4.0,29.03665718411115,96.12695034284313,1.0,-3.0696383778567893,101.96348815235578,0.013724952951135926,25.706266025455484
11.0,1.0,75.95888603254872,148.02385804040918,0.0,4.988260595142483,43.99924998097653,0.11490870663463841,68.75595626618947
33.0,29.0,42.983528385260215,28.151879450885062,0.0,-3.043910037478076,119.30747611839269,0.09998481538207916,33.66634600302684
32.0,38.0,63.77128531858631,85.24462579744578,1.0,1.1047551135367872,60.325564056361586,0.12925913108311538,75.1954089334408
47.0,3.0,21.22046491293066,196.81587292975576,1.0,-0.798719210043819,99.80244483953497,0.0037315150189293433,15.879988253895146
54.0,32.0,32.31122857428842,163.60745500065818,1.0,3.8559909484983534,140.14579029547102,0.008543492042715753,25.99230244655344
22.0,12.0,49.22495265941468,40.38875244971644,1.0,2.5516859229532773,3.0939948020646533,0.5187294984765398,48.764208543401864
23.0,19.0,72.69514806394079,62.775169400678465,1.0,0.9695139626181581,1.6675173501560447,0.7966575093380099,92.98873110603611
36.0,6.0,51.635308997040624,72.6650036827086,1.0,-4.892610182020175,115.54188782650702,0.053180906845221185,65.47545543844618
34.0,14.0,75.79222893763274,133.56945649413467,1.0,3.7979520749345963,96.95895772621172,0.07435978943821873,92.15255438109924
43.0,22.0,49.027813794967784,153.82900430303457,1.0,-0.5533252916128373,43.9469580756649,0.05086776541600862,52.28960967031567
39.0,13.0,49.42694580415699,152.41005567350285,0.0,4.315776530185765,74.15950541613935,0.03437008021186638,37.95706234113592
21.0,22.0,27.184807310031914,106.87607069821654,1.0,-0.04460987145798789,6.290349839830311,0.054466512151136855,21.914785748681656
26.0,18.0,68.15937464913318,164.05590218924874,1.0,1.942244891827255,28.86684080418612,0.11851942121463808,81.66971988690756
34.0,28.0,34.81792474802375,93.04483572392026,0.0,-4.3070735053335785,63.67445617907512,0.03295363945202711,25.70501589725284
0.0,19.0,73.97674936233891,33.53730740615676,1.0,2.4515165352678583,125.10666243322234,0.2286689725079986,91.77826724371957
34.0,28.0,74.64945321982377,117.24394991422453,1.0,-1.620039686880771,71.95007742901272,0.10939400299600195,105.44472965174873
36.0,23.0,76.59860671244898,190.93726307421028,1.0,-1.4864098566821915,87.95437567889681,0.059350712422961506,109.50648390937758
46.0,17.0,51.2138293461854,160.66879376457715,1.0,-3.8134415529061005,131.06306879906705,0.02216356112078124,62.01147645481673
13.0,9.0,60.625627087018664,119.95312306152606,0.0,-3.5314285135979775,46.32283703832679,0.09065553138571986,54.88361910882949
2.0,7.0,66.71095280369981,132.8930754663284,0.0,-3.1424094379378986,105.10489816530838,0.05163694065367862,62.765858044755305
0.0,25.0,27.860877119027936,186.8067851367588,1.0,-1.7179383142857763,129.250088801738,0.0057958187859754075,23.469939094823715
4.0,28.0,56.057431699849836,91.38513094264249,0.0,3.9196991277560542,30.39235510442651,0.1437307703062549,45.22855496440893
25.0,9.0,22.0578740781987,72.9648863991011,0.0,-1.3173976176991953,53.47172477217487,0.017934992730049483,14.080720170851297
54.0,16.0,49.85396500332355,195.6758973500853,0.0,2.243627065632184,146.97152608340326,0.015588147858922308,39.10983392672857
13.0,1.0,29.290560897213645,174.05419536696334,0.0,-4.172524961101286,147.48278471943166,0.005562943754191222,20.492379058873848
38.0,5.0,30.975375557725084,71.37828107753445,0.0,0.910987992719926,33.484489544090685,0.04923625573671558,21.15424707284358
26.0,4.0,41.90285400155609,98.11831349857533,0.0,-0.18108768729560465,9.966875833894218,0.1156391085395474,31.6268902187428
8.0,27.0,45.94623000299018,88.86484451148182,1.0,4.7795794695450455,40.63824169650793,0.08229382363713741,42.11977507210693
14.0,4.0,57.390345471931234,38.32817894757245,1.0,3.4620776987896296,59.65979359555309,0.20706854296769545,60.24974580449871
14.0,17.0,24.46570510631094,191.98567152451923,0.0,-0.4517022756135025,66.15084013967456,0.007342407622562309,15.898898294480592
25.0,25.0,50.22150567424668,86.81936193175417,0.0,2.7514276404533877,92.82094609956354,0.053910295692573176,39.32041275834686
41.0,19.0,30.957507815186066,176.3125257012025,0.0,-3.069612587062225,134.92541401973196,0.007232031141506561,21.798642105728295
12.0,26.0,54.43851050190452,45.97768325932636,1.0,0.6233632739177808,49.55220178607437,0.19415698374102652,59.51501038071556
50.0,11.0,58.24427673567101,114.09545402107176,1.0,-4.253809444312918,127.49768032488127,0.040590880798979004,77.52725762004891
31.0,6.0,53.402555393171234,14.552663173611265,1.0,-1.5191096774831692,14.021838138994037,1.1283450502826853,61.372744059486536
38.0,2.0,64.29773062869846,155.2018919300386,1.0,-2.7413781837782967,6.281204845982208,0.19618545791194877,85.96488510842188
48.0,9.0,40.13655465445408,120.3736406667929,1.0,2.189098153252109,75.60677746851918,0.027970431873348526,36.38722071205824
51.0,33.0,65.90639549798786,128.86202085925302,1.0,-0.0990930878563856,8.949333499590734,0.2502542346399378,82.00268021019414
31.0,24.0,45.96602490249162,19.826967685384158,0.0,2.510704788480105,58.87347018513452,0.28230558970749264,34.95883815140753
3.0,34.0,49.05106989935581,50.097282739636924,1.0,0.15295437631445585,134.51671753038516,0.06679235550628879,51.3558012974467
29.0,15.0,58.88612763566429,24.12286574718023,1.0,-4.135155578483615,36.222455431121006,0.5178959658708738,78.54995433860717
36.0,1.0,21.10150303995344,64.89372000272424,1.0,2.3536764973252677,105.89636626873548,0.010491595986168957,15.02821605396786
22.0,23.0,59.2396532852149,129.2134114596087,0.0,3.332292639878056,45.35480885851003,0.08637406779234699,49.107036905907975
38.0,9.0,57.11510894432692,117.57533702030129,1.0,4.035312259127926,6.7380082863203405,0.2064135532093423,59.06348907463669
44.0,37.0,38.59082700519679,126.30846610654415,0.0,0.7199194530670816,83.5035872115464,0.024730197449804127,28.135067492484268
14.0,21.0,25.147657093969368,114.35774156179991,0.0,2.535853589994951,125.22802358051275,0.00784209604153229,16.156041900105258
42.0,25.0,25.45612699478247,61.87547117841328,1.0,2.5204433688262706,61.420267251392914,0.027013657237127373,19.195975669745962
28.0,38.0,75.39342481911372,56.45642449544079,1.0,-3.4425024020105566,92.59407396871306,0.19460915768106576,114.8221664279454
35.0,26.0,61.356759273550225,36.04133987195044,1.0,-3.3577931254042923,135.0035396486589,0.1417834656217194,81.4987928687261
12.0,28.0,27.626156826244422,171.3234662316635,0.0,-4.291144941908739,118.45417691054817,0.006786631332377697,19.033378863364554
31.0,37.0,41.40339015853438,127.13107812283646,1.0,-1.8008636485969853,29.081459908922895,0.059630058760697234,41.86475226712909
6.0,19.0,55.54897963409579,45.43709237577136,0.0,-0.26491412258935476,110.00759390475086,0.10647418372964723,46.57783528005922
50.0,26.0,70.13430230543892,43.66978216603551,0.0,4.97897852754217,75.2839537740228,0.24928943047134253,61.31050689071823
21.0,19.0,22.61965572278051,175.87676428996596,1.0,-0.6900665793183047,111.89502118291271,0.004519735698111538,17.263823041469195
27.0,18.0,34.19798788820053,151.11886411503068,1.0,2.262425885073709,74.17733257833272,0.016812133509685672,28.907133687056408
1.0,19.0,73.3849394177228,135.28582518202057,1.0,1.9339702627253463,19.19372461624543,0.20661207762443032,91.8801675797191
41.0,34.0,20.54993301102899,87.30418043246696,0.0,-2.9551804974942044,85.48641700338587,0.009876221889491462,13.050472856704062
44.0,1.0,32.08394616763324,59.77535721291833,1.0,-4.414928485505635,73.82009885960099,0.03552113809862116,30.882173742867387
52.0,29.0,77.54145055837796,196.0956449914365,0.0,0.46006751533587464,77.68826004621627,0.06675667936336335,74.7057735396665
5.0,33.0,56.80411079133027,161.47551925433203,1.0,2.003055923144761,131.83536804688055,0.02819447544276811,61.36484322769719
27.0,21.0,35.70028199825039,67.33805239589253,0.0,4.982517901862559,134.2255570059377,0.025368413299053136,24.6494539080169
27.0,2.0,24.019465663750857,171.03731129291398,1.0,-1.4138894771882926,68.03056601485775,0.007360763180211705,18.984257823380453
43.0,5.0,21.69148042683333,154.19707023678947,1.0,3.963645620810967,68.35980619201325,0.0067841968794986615,15.259011969020754
43.0,14.0,34.68470477821563,66.44530447681969,0.0,-1.1806754413081355,77.2780438308924,0.03776221296362932,24.859479249292
19.0,26.0,72.88914917533462,91.04504230591154,0.0,1.894117084305128,77.93839175013854,0.1250036368697808,67.0329312963618
29.0,9.0,44.954819257850566,45.33115462429507,1.0,0.9825293051705197,142.5580716268669,0.05431040713770096,44.12476828300343
10.0,8.0,63.22000214995958,31.099964431840775,0.0,-4.470212066974031,97.41007010662402,0.21340604988632628,59.098094070348665
54.0,32.0,75.09710212279747,147.3247862395424,0.0,-4.216115730297415,41.618549233191594,0.1332005937582772,76.03496550245649
27.0,31.0,44.482427696169,60.82725289723466,0.0,-4.79235910275539,79.7305195430985,0.06958907371915107,35.98581933841216
24.0,5.0,31.476642262243825,165.81127949178818,0.0,-1.2916591540601052,94.08353743619743,0.010172742133377025,21.94832620632685
38.0,35.0,51.02707585141517,199.16565518774095,1.0,2.458010487660107,95.96575815209468,0.024342456453851535,51.57422143368062
32.0,1.0,74.48502122359126,24.55776464663325,0.0,-3.272446060092773,87.7881339357274,0.40232807287385614,74.0476908078482
0.0,28.0,68.26246484826204,99.87667376590305,1.0,1.058529683838958,26.660423193230603,0.21044943708433592,83.86480120423337
26.0,3.0,23.94979060178923,162.39188626905258,1.0,-2.111722199689221,5.038978361926122,0.027198281518527632,19.178986483960255
51.0,0.0,61.55436800465491,159.90067034283436,1.0,2.969926239790721,50.67645785502816,0.06490905737168642,67.85513882588238
12.0,18.0,54.31385134753722,154.39946008288402,0.0,2.9839614900299094,64.12832318403804,0.0462185215543776,43.680403599279416
40.0,25.0,74.44779058078552,76.30903770736307,1.0,2.7541451496642355,9.27063593641299,0.520951664719416,91.97601596881915
2.0,24.0,27.348885011017835,96.23211858015993,1.0,0.24833513801376772,122.24510070297691,0.011338663769741894,21.976047403012878
38.0,9.0,52.042166792279396,123.04398789487935,1.0,-2.154332899201483,51.61161562654107,0.06114322571159354,60.11843436634565
5.0,14.0,72.76776161071353,195.04871087891885,1.0,3.0944404387863456,137.0449119267757,0.0345036854835627,87.92185746381583
7.0,21.0,44.60142720450458,72.23398147831365,1.0,-3.138994380607585,23.161516176339774,0.13111265454073465,48.80627367360805
26.0,20.0,48.91969506397202,185.39733866620298,0.0,-2.10240397971344,8.540243540597015,0.09314830931160041,39.80594110009571
8.0,21.0,24.2276406600175,61.17781445429388,1.0,-3.160522938393784,72.34741565794826,0.021356585805237558,19.94480936138413
36.0,35.0,36.68861842693465,197.92414844000388,0.0,1.742101603876477,28.369400523855997,0.030357544502821607,26.124405487179363
32.0,33.0,39.47039895013684,137.35010049724244,1.0,1.8623602811581808,140.60989133667917,0.015160842343387335,35.75251320119587
50.0,29.0,76.70734692469321,98.06718126812468,1.0,1.5250999278675303,1.5455097680608432,0.5921619052215067,99.79514069177475
41.0,24.0,36.96004163246954,126.54418133208493,0.0,-0.8439853313533219,61.89295125885524,0.027596428089478826,26.93677099689647
43.0,27.0,47.65212411617912,61.78092211763929,0.0,-3.9982899279856676,139.01216570177525,0.04883486078083668,39.220196588754796
23.0,0.0,60.278265413856786,62.093032927178655,1.0,4.111695845150212,57.662731009465254,0.14297583554909918,64.00968654244569
14.0,3.0,29.731002344472643,31.57536333026383,1.0,0.07730964012238162,13.966392090069114,0.1574530046110934,24.759594315619314
53.0,6.0,49.18654322851247,31.669556564025765,1.0,-0.9302780508890851,45.43424142926806,0.2313516393908162,53.1002708660277
